day_of_year,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Median,Average
355,37691.99996487786,122836.54234867521,161918.0665278963,1361571.5524875147,25342.06816478278,165065.77462644322,290013.35708492645,147879.13728539928,31365.482877414157,233475.86719346655,197468.91823819574,82590.76828436962,,154898.6019066478,238101.6279236635
356,38892.404529429696,122909.68948121759,168133.993613488,1269868.5833299973,26096.723989218634,171667.91646141044,285714.70450700965,146927.22902222487,31350.29047858942,234499.61532717053,195751.70594939552,82641.03188724656,,157530.61131785644,231204.49071469984
357,39455.09416906336,124285.41824326474,175706.53097539034,1399868.242044556,25967.193511890084,168852.30393565015,291648.3167999073,153029.4604053007,31363.987930420335,232841.67419872773,192610.91820229037,81622.26693631295,,160940.88217047544,243104.28394606445
358,37860.806856767966,128148.14951175293,185743.40700463593,1264386.4993684883,26694.214421547047,167050.52419184436,289154.14513381995,153118.4500222955,31381.534870760337,229884.38093827906,191278.27896234085,82112.21533805192,,160084.48710706993,232234.38388504868
359,37444.65097745557,128421.04458316104,182038.73894180873,1263682.7601872515,24846.145867103784,165600.1480272185,291149.63062796893,152918.80427592804,31381.684365459725,232630.9871739187,199834.71586556148,81782.83330407251,,159259.47615157327,232644.34534974236
360,38677.879104319356,117454.60140430676,181691.93631478192,1396400.8881163741,25103.96259574002,165471.16930052018,303167.1154443286,153055.26105722695,31397.885853505282,226348.37790920492,199877.10019148383,81667.09967300718,,159263.21517887356,243359.4397470666
361,37080.07498177625,118790.94324883108,183721.7516906151,1345370.5028082745,23690.980235114162,167100.82358794496,326738.9576120959,153200.46893684004,31197.54426949549,230876.20356531453,193096.6797849748,82105.11775776489,,160150.64626239252,241080.83737325354
362,37180.89020887729,118413.95418111263,190147.800367876,1242940.60107437,25569.106670797973,168985.89728584397,326524.61762831657,144031.9734092825,30877.401370768155,227342.91873463787,190870.04672392475,82033.83295733605,,156508.93534756324,232076.58671776197
363,36702.60401518866,120988.17057635421,197404.13533454807,1278012.483288964,25748.864588020842,171058.5554288338,331674.70369018655,142627.2108964502,31011.348621414756,222403.95224640664,192385.32681870754,81564.63420983987,,156842.883162642,235965.16580957628
364,36559.587065115105,120158.23195712334,197047.1326302558,1164067.8151782942,25181.628493673106,167150.89225287078,335112.5392364732,142512.8732705454,31004.35974421863,224724.65410176577,188777.03753009546,82544.04410807384,,154831.88276170808,226236.73296404202
365,37627.52511033651,121353.90623906613,194974.4769299075,1235794.3288603767,24267.515281828262,165327.1930474615,355784.61823658907,139652.53152225644,30902.572540776662,225447.42838545796,186735.83589495564,81736.27767189963,,152489.86228485897,233300.35081007602
366,,,196794.17071407152,,,,358163.7179759008,,,,188815.53932234555,,,196794.17071407152,247924.47600410596
